protein	go_term	protein_neighbor	go_neighbor	go_annotated_protein_neighbors	score	norm_score	true_label
WBGene00003622	GO:0032991	1410	1180	559	1.0	1.0	1
WBGene00003667	GO:0043229	1379	2218	893	1.0	1.0	1
WBGene00015787	GO:0043170	80	1157	29	1.0	1.0	0
WBGene00006546	GO:0051252	72	575	65	1.0	1.0	1
WBGene00000381	GO:0043170	16	1157	7	1.0	1.0	0
WBGene00008762	GO:0010556	134	801	121	1.0	1.0	1
WBGene00000446	GO:0000977	20	266	17	1.0	1.0	1
WBGene00006926	GO:0016020	26	1174	9	1.0	1.0	0
WBGene00007013	GO:0035239	24	10	0	1.0	1.0	0
WBGene00000446	GO:0006357	20	447	18	0.9999999999999996	0.9999999999999996	1
WBGene00002254	GO:0008150	5	3465	5	0.9999999999999993	0.9999999999999993	0
WBGene00002050	GO:0051647	28	31	10	0.999999999999999	0.9999999999999991	1
WBGene00001598	GO:0005575	608	3632	589	0.9999999999999991	0.9999999999999991	1
WBGene00006819	GO:0034655	19	79	0	0.9999999999999989	0.9999999999999989	0
WBGene00003515	GO:0034655	18	79	0	0.9999999999999963	0.9999999999999964	0
WBGene00017355	GO:0008150	5	3465	5	0.9999999999999183	0.9999999999999185	0
WBGene00015523	GO:0045944	10	195	5	0.9999999999994539	0.9999999999994551	0
WBGene00001093	GO:0035239	12	10	0	0.99999999999491	0.9999999999949223	0
WBGene00001851	GO:0005634	412	1287	190	0.9999999999880782	0.9999999999881073	1
WBGene00000998	GO:0008150	6	3465	6	0.9999999999818958	0.9999999999819399	0
WBGene00009800	GO:0044237	17	940	8	0.9999999999719632	0.9999999999720316	0
WBGene00001965	GO:0000981	18	255	12	0.9999999999683475	0.9999999999684246	1
WBGene00007013	GO:0003677	24	594	18	0.999999999967487	0.9999999999675661	1
WBGene00003639	GO:0043565	64	369	25	0.9999999999609566	0.9999999999610516	1
WBGene00013606	GO:0008380	11	73	0	0.9999999999550896	0.9999999999551991	0
WBGene00006918	GO:0035239	9	10	0	0.9999999965236597	0.9999999965321261	0
WBGene00004425	GO:0000049	23	15	1	0.9999999961985425	0.9999999962078009	0
WBGene00003168	GO:0005272	3	10	3	0.9999999927086406	0.9999999927263983	1
WBGene00022704	GO:0008150	3	3465	3	0.9999999895837722	0.9999999896091404	0
WBGene00001252	GO:0031326	13	806	12	0.9999999682736769	0.9999999683509451	1
WBGene00000417	GO:0006915	43	54	8	0.9999999561083579	0.9999999562152543	1
WBGene00001964	GO:1990837	8	283	7	0.9999999497536627	0.9999999498760357	1
WBGene00004737	GO:0034655	9	79	0	0.9999999359983744	0.9999999361542479	0
WBGene00001911	GO:0008150	2	3465	2	0.9999998812839379	0.9999998815730662	0
WBGene00006796	GO:0043229	930	2218	568	0.9999998454673656	0.9999998458437238	1
WBGene00001223	GO:0043169	25	925	18	0.9999998394357884	0.999999839826836	1
WBGene00003168	GO:0009581	3	25	3	0.9999998243129591	0.9999998247408379	1
WBGene00011561	GO:0008150	4	3465	4	0.9999997837198041	0.9999997842465459	0
WBGene00003619	GO:0031503	7	39	0	0.999999732946996	0.9999997335973928	0
WBGene00006994	GO:0000049	7	15	0	0.999999732946996	0.9999997335973928	0
WBGene00001892	GO:0008150	2	3465	2	0.9999996438518138	0.9999996447191987	0
WBGene00004467	GO:0034655	14	79	0	0.9999996282645232	0.9999996291698702	0
WBGene00004460	GO:0034655	14	79	0	0.9999996282645232	0.9999996291698702	0
WBGene00011571	GO:0008150	3	3465	3	0.9999992067174572	0.9999992086494653	0
WBGene00004494	GO:0016020	16	1174	4	0.9999991177198521	0.9999991198686102	0
WBGene00007458	GO:0008150	6	3465	6	0.9999991081731592	0.9999991103451681	0
WBGene00003020	GO:1901988	1774	28	24	0.9999991026300014	0.9999991048155102	1
WBGene00000836	GO:0070647	8	121	5	0.9999989887492199	0.9999989912120811	1
WBGene00001061	GO:0003006	1882	268	159	0.9999989229639175	0.9999989255869961	1
WBGene00006545	GO:0000049	23	15	0	0.9999988617955142	0.999998864567566	0
WBGene00004888	GO:2001141	897	545	80	0.9999979976314185	0.9999980025081076	1
WBGene00016310	GO:0008150	8	3465	8	0.9999978521448873	0.9999978573759032	0
WBGene00006579	GO:0035239	7	10	0	0.9999974369939199	0.9999974432360194	0
WBGene00003090	GO:0008380	12	73	0	0.9999969014015526	0.9999969089480661	0
WBGene00002052	GO:0035239	20	10	1	0.999995927832277	0.9999959377498798	0
WBGene00002249	GO:0016020	9	1174	2	0.9999957116070002	0.9999957220512111	0
WBGene00015481	GO:0008150	3	3465	3	0.9999946012691726	0.9999946144175673	0
WBGene00006764	GO:0008380	21	73	0	0.9999940495587386	0.9999940640508019	0
WBGene00001879	GO:0008150	2	3465	2	0.9999934706165875	0.9999934865186415	0
